title,url,area,balcony_garden,finish_condition,floor,form_of_ownership,location,parking_space,price,price_per_m2,rent,rooms,listing_description
Wysoki standard / Okazja / Blisko Pkp Żerań,https://www.otodom.pl/pl/oferta/wysoki-standard-okazja-blisko-pkp-zeran-ID4rglm,43.29,balkon,do zamieszkania,5-Jan,Forma własności,"Żerań, Białołęka, Warszawa, mazowieckie",,680000,15708,contact for details,2,"MDP PARTNERS PRZEDSTAWIA 2 pokojowe mieszkanie zlokalizowane na Warszawskiej Białołęce, 6 minut pieszo PKP Żerań.  Nieruchomość usytuowana na 1 piętrze 5 piętrowego budynku oddanego do użytku 2018 roku. Mieszkanie nigdy nie było wynajmowane ! Łączna powierzchnia mieszkania wynosi 43,29 m2, składa się z: - korytarzu 5,07 m2 - łazienki 4,91 m2 - pokoju z aneksem 21,86 m2 - sypialni 11,45 m2 Dodatkową powierzchnię stanowi duża loggia o powierzchni 3,74 m², z wejściem tylko z dużego pokoju. Do mieszkania przynależy miejsce parkingowe przy windzie ( dodatkowo płatne 40 000zł ). Nieruchomość wykończone w wysokim standardzie, gotowe do zamieszkania ! Białołęka to jedna z najszybciej rozwijających się dzielnic stolicy, znana z doskonałej infrastruktury oraz przyjaznego otoczenia. W bliskim sąsiedztwie nieruchomości znajdują się liczne parki, tereny rekreacyjne oraz ścieżki rowerowe, co czyni tę lokalizację idealną dla osób ceniących aktywny tryb życia oraz bliskość przyrody. Lokalizacja zapewnia doskonałe połączenia komunikacyjne. W pobliżu znajdują się przystanki autobusowe oraz tramwajowe, umożliwiające szybki i wygodny dojazd do centrum Warszawy oraz innych części miasta. Dodatkowo, bliskość trasy S8 zapewnia łatwy dostęp do dróg krajowych i autostrad. Okolica oferuje również bogatą ofertę rekreacyjną i kulturalną. Mieszkańcy mogą korzystać z pobliskich terenów zielonych, takich jak Park Henrykowski czy Rezerwat przyrody Ławice Kiełpińskie, które zapewniają możliwość relaksu i kontaktu z naturą. Lokalizacja łączy w sobie zalety spokojnego, luksusowego otoczenia z wszelkimi udogodnieniami miejskiego życia. Serdecznie zapraszamy. Vitalii Riabokin MDP Partners MDP Partners oferuje nabywcom obsługę prawną transakcji i jej bezpieczną finalizację, oraz pomoc w sfinansowaniu każdego rodzaju nieruchomości."
Mieszkanie 4-Pokojowe Z Dużym Balkonem,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-z-duzym-balkonem-ID4rLDy,74.5,balkon,do zamieszkania,3-Feb,pełna własność,"ul. Powstańców Warszawy, Stargard, stargardzki, zachodniopomorskie","Miejsce parkingowe,miejskie",599000,7779,750,4,"Lokal składa się z dużego salonu z aneksem kuchennym, trzech pokoi, łazienki oraz przedpokoju oraz dużego balkonu usytuowanego od strony południowej (bardzo słoneczny). Nieruchomość w bardzo dobrym stanie, czysty i zadbany. Na podłogach panele i terakota. Ściany wygładzone i malowane. Pow. użytkowa 74,50 m2, pow. całkowita (z piwnicą) ok. 77 m2. Miesięczne opłaty do zarządcy ok. 700 złotych. Do lokalu przynależy własne miejsce parkingowe przy bloku oraz piwnica. Przy bloku ścieżka rowerowa, przystanek autobusowy, markety, kościół. W sąsiedztwie szkoła, przedszkole, przychodnia. Ogrzewanie i ciepła woda z sieci miejskiej. Większość wyposażenia w cenie. Możliwość zamiany na dom z dopłatą. NA STRONIE NASZEGO BIURA DOSTĘPNA WIDEOPREZENTACJA!   ::oferta eksportowana z programu mediaRent::"
"Trzypokojowe mieszkanie, centrum Gdyni Plac Unii",https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-centrum-gdyni-plac-unii-ID4pqga,67,balkon,do zamieszkania,6-May,pełna własność,"ul. Obrońców Wybrzeża, Śródmieście, Gdynia, pomorskie","garaż/miejsce parkingowe,Obsługa zdalna",1699000,25309,600,3,"Atuty: Doskonała lokalizacja Gdynia Śródmieście, propozycja idealna zarówno do zamieszkania jak i z przeznaczeniem na wynajem krótko i długoterminowy.  Lokalizacja: Inwestycja przy ul. Władysława IV, w samym sercu miasta, doskonale skomunikowane miejsce, gdzie w zaledwie w 10 minut dojdziemy do Skweru Kościuszki, portu jachtowego z mariną, teatru czy miejskiej plaży. Zaledwie 650 metrów dzieli od Dworca PKP, stacji SKM. Dookoła liczne restauracje, kawiarnie, butiki, centra kulturalne Gdyni. Inwestycja: Nowoczesna inwestycja - Placu Unii to komfort zamieszkiwania oraz najwyższy standard wykończenia. Wyjątkowego charakteru nadają pomieszczeniom duże, ponadstandardowe przeszklenia, tarasy i loggie, z których widok otwiera się na reprezentacyjne wnętrze placu, park, Kamienną Górę i panoramę miasta. Inwestycja Plac Unii została zrealizowana przez wiodącego dewelopera Grupę Inwestycyjną Hossa S.A. Opis: Bardzo słoneczny i elegancki apartament o powierzchni ok 67 m2, położony na piatym piętrze. Przy tym metrażu mamy do dyspozycji przestronny salon z aneksem kuchennym wyposażonym w najpotrzebniejsze sprzęty oraz wydzielonym miejscem jadalnianym. Z salonu jest wyjście na loggię, a wchodząc przez rozsuwane drzwi do kolejnego pokoju znajdziemy tam miejsce do wypoczynku z wygodną sofą i fotelem. Warto też zwrócić uwagę na przytulną sypialnię z podwójnym łóżkiem oraz łazienkę z kabiną prysznicową w przyjemnych, jasnych kolorach z licznymi punktami świetlnymi oraz zabudową. Dodatkowo hol z wygodnym siedziskiem oraz pojemną szafą na odzież wierzchnią oraz mała toaleta. Całe wnętrze jest niezwykle funkcjonalne i wykonane z wysokiej jakości materiałów. Elegancka zabudowa robiona na wymiar oraz gustownie dobrana kolorystyka i dodatki, tworzą to miejsce wyjątkowym. Informacje finansowe: Cena mieszkania 1 699 000pln. Do apartamentu przynależy miejsce parkingowe znajdujące się w hali garażowej oraz komórka lokatorska dodatkowe płatne 50 000pln. Czynsz miesięczny około 600pln. Przedstawione powyżej propozycje nie stanowią oferty handlowej w rozumieniu przepisów prawa, lecz mają charakter informacyjny. Wszelkie dane dotyczące nieruchomości uzyskano na podstawie oświadczeń właściciela. Zespół White Wood dokłada starań, aby każda z ofert była rzetelnie sprawdzona i aktualna."
"Cicha okolica, Niepołomice-Wieliczka 10min",https://www.otodom.pl/pl/oferta/cicha-okolica-niepolomice-wieliczka-10min-ID4rKk3,56,ogródek,do zamieszkania,parter/3,Forma własności,"Niepołomice, Niepołomice, wielicki, małopolskie","garaż/miejsce parkingowe,tak",431000,11283,450,2,"    Śliczny i funkcjonalny apartament z klimatyzacją w cichej dzielnicy Gminy Niepołomice – Zakrzowiec , przestronne osiedle w okolicy ścieżki spacerowe, łąki.     Wykończony i gotowy do zamieszkania, lokal mieści się w bloku na parterze i  posiada własny ogródek 56m2  z widokiem na zieleń. Wyposażone jest również w  klimatyzację  co jest dodatkowym atutem. Mieszkanie posiada również zewnętrzne pomieszczenie gospodarcze ok 5m2.   Funkcjonalny blok wybudowany w 2013 roku.  Miejsca parkingowe ogólnodostępne  na terenie osiedla i wzdłuż ulicy są darmowe i jest ich pod dostatkiem.     Super Lokalizacja 4 minuty do zjazdu autostrady A4 Podłęże, 8 min do Niepołomic 10 min do Wieliczki."
Piwnica w cenie mieszkania - zapraszam!,https://www.otodom.pl/pl/oferta/piwnica-w-cenie-mieszkania-zapraszam-ID4rggh,10,"ogródek, taras",do zamieszkania,parter/3,Forma własności,"Złocień, Bieżanów-Prokocim, Kraków, małopolskie","tak,miejskie",699990,14583,contact for details,2,"  Presentation and viewing avilable in English language!      48 metrowe mieszkanie mieści się w apartamentowcu na parterze i przynależą do niego 2 ogródki z widokiem na zieleń, co jest ogromnym atutem tej nieruchomości.   Mieszkanie jest  zadbane i wyposażone , także w rolety zewnętrzne,   gotowe do zamieszkania (całe wyposażenie zostaje lodówka, pralka, indukcja oraz meble).   Dodatkowo 10m2 piwnicy przynależnej do mieszkania w cenie!     Jest to wspaniała bardzo dobrze utrzymana i zarządzana  inwestycja, blok wybudowany w 2009 roku w otoczeniu dębów. W pobliżu place zabaw, siłownia zewnętrzna oraz kort tenisowy, ścieżki spacerowe. Miejsca parkingowe są darmowe i jest ich pod dostatkiem.    Apartament zlokalizowany jest na bezpiecznym, przestronnym osiedlu.         Metraż:   Salon - 15,91 m2   Kuchnia - 8,77 m2   Sypialnia - 13,34 m2   Łazienka - 3,83 m2   Garderoba - 1,72 m2   Przedpokój - 4,36 m2       Do lokalu przynależą:   Piwnica - 10 m2   Ogródek - 13 m2 (od wschodu)   Ogródek - 21 m2 (od zachodu)   Oraz ogólnodostępna  wózkownia       Ogrzewania miejskie, czynsz: dla 2ch osób aktualnie wynosi 630zł.   Lokalizacja:   Osiedle Złocień, centrum handlowe Atut za rogiem a także na terenie osiedla przychodnia, żłobki i przedszkola, szkoła podstawowa, przystanek autobusowy, linia PKP Wszystko na miejscu.     Wspaniały i gotowy do wejścia, umeblowany apartament 48 m2 w zielonej części dzielnicy Złocień.   Pakiet nie do odrzucenia:)    Zadzwoń i zapytaj Anię o szczegóły!   Właściciele są otwarci na niewielkie negocjacje ceny.     #apartament #mieszkanie #złocień #ogódek #piwninca #PKP #sklepy #szybkidojazd #Kraków #PKP   Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego"
"Mieszkanie w kamienicy 3,5m, wysoki standard",https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-3-5m-wysoki-standard-ID4pfWb,74.29,Balkon / ogród / taras,do zamieszkania,4-Feb,pełna własność,"ul. Gerarda Denhoffa, Grabówek, Gdynia, pomorskie",miejskie,1050000,14134,600,3,"Podstawowe informacje:  Mieszkanie położone w Gdyni przy ul. Denhoffa. W pobliżu SKM oraz wejście do lasu. Zaprojektowane przez architekta i wykonane pod jego nadzorem.  Lokalizacja i jej atuty:  Apartament położony w dobrze skomunikowanym miejscu z centrum Gdyni, Sopotu oraz obwodnicy Trójmiasta. W pobliżu sklepów, salonów kosmetycznych oraz przystanku autobusowego i SKM, z których łatwo można dotrzeć do każdego zakątka Trójmiasta. Dodatkowe bliskość Akademii Marynarki Wojennej  Opis apartamentu:  Mieszkanie 3 pokojowe o powierzchni  74,29  m2. Na powierzchnię 74m2 składa się: salon (15,61m2), 2 sypialnie (15,49m2, 15m2), kuchnia z jadalnią (16,81m2) oraz łazienka (3,61m2)  W salonie oraz sypialniach na podłogach deska dębowa  Jawor  . W kuchni AGD Siemens (2 piekarniki z funkcją mikrofali oraz parowy, zmywarka, płyta główna, pralka). Lodówka w zabudowie firmy Liebherr. Zabudowa kuchenna robiona pod wymiar przez stolarza, blaty wykonane ze spieku kwarcowego, armatura grohe. Łazienka, wyposażona w armaturę firmy Grohe oraz blaty ze spieku kwarcowego. Mieszkanie wyposażone w grzejniki firmy Zehnder, drzwi wewnętrzne drewniane Ronkowski. Wysokość mieszkania  3,5m  . Dołączone do mieszkań przynależy do komórki lokatorskiej o pow.  OK. 4m2  .  Informacje finansowe:  Apartament 1 050 000 zł  Opłaty administracyjne:  latem 500 zł + prąd  zimą 700 zł + prąd Przedstawione powyżej propozycje nie stanowią oferty handlowej w rozumieniu przepisów prawa, lecz mają charakter informacyjny. Wszelkie dane dotyczące nieruchomości uzyskano na podstawie oświadczeń właściciela. Zespół White Wood dokłada starań, aby każda z ofert była rzetelnie sprawdzona i aktualna."
2 pokojowe 37m2 z osobną kuchnią na parterze,https://www.otodom.pl/pl/oferta/2-pokojowe-37m2-z-osobna-kuchnia-na-parterze-ID4rNmR,36.75,Balkon / ogród / taras,do wykończenia,parter/10,pełna własność,"os. Józefa Strusia, Bieńczyce, Bieńczyce, Kraków, małopolskie",miejskie,515000,13995,500,2,"Do sprzedaży 2 pokojowe mieszkanie o pow. 36,75m2 w bloku na Bieńczycach. Nieruchomość znajduje się na parterze bloku z końca lat 80. Mieszkanie jest po remoncie salonu jak i osobnego pokoju. Do aranżacji jest kuchnia oraz łazienka. Mieszkanie jest jasne. Okna wychodzą na południe. Przynależna jest piwnica 2m2 oraz ogólnodostępne miejsca parkingowe,  Okna PCV, drzwi wymienione w 2021 roku. Ogrzewanie miejskie, woda ciepła jest z  piecyka gazowego, który można wymienić i podłączyć wodę z sieci miejskiej. W lutym 2024 został wymieniony wodomierz. Pełna infrastruktura handlowo-usługowa w okolicy, sklepy, galeria handlowa w okolicy. Prystanek autobusowy przy osiedlu w odległosci kiluset metrów. Zapraszam na prezentacje! Czy wiesz, że możemy przygotować dla Ciebie prezentację on-line nieruchomości? Skontaktuj się z naszym Agentem i zapytaj o szczegóły. Pomimo, iż Doradcy Metrohouse przykładają szczególną staranność do rzetelnego prezentowania informacji o nieruchomości, nie zawsze jest możliwa weryfikacja wszystkich danych przekazanych od osób trzecich. Niniejsza prezentacja oferty nie jest ofertą w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny.  "
3-pokojowe mieszkanie 59m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bez-prowizji-ID4m4Dc,59,balkon,do wykończenia,10-Jul,pełna własność,"ul. Facimiech, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie",garaż/miejsce parkingowe,817000,13805,contact for details,3," numer A.07.04   na 7. piętrze w Inwestycji Kameralny Prokocim 2 Dewelopera Matexi Polska Stacje ładowania samochodów elektrycznych Park im. Anny i Erazma Jerzmanowskich (6 minut spacerem) Park Lilli Wenedy (15 minut spacerem) Przystanek tramwajowy (5 minut spacerem) Biedronka (3 minuty spacerem) Galeria Mozaika, Kaufland (10 minut spacerem) Bonarka City Center, Cinema City (10 minut samochodem) Kameralny Prokocim 2 - poznaj inwestycję Inwestycja Kameralny Prokocim 2 , drugi projekt realizowany przez dewelopera Matexi w tym obszarze, to osiedle położone  u zbiegu ulic Facimiech i Polonijnej , w sąsiedztwie jedno- i wielorodzinnej zabudowy. W bliskim sąsiedztwie znajduje się także Park Rzeczny Drwinka. W ramach inwestycji zaplanowano 49 mieszkań w 10-piętrowym budynku. W ofercie dostępne są  mieszkania 2-, 3- i 4-pokojowe o powierzchniach od 37 do 92 mkw.  Każde z mieszkań posiada balkon, loggię, taras lub zielony ogródek. Budynek wyposażony jest w  cichobieżną windę , która jest dostosowana do potrzeb osób niepełnosprawnych. Mieszkańcy będą mieli do dyspozycji  dwukondygnacyjny parking podziemny z miejscami parkingowymi oraz komórkami lokatorskimi . Na terenie osiedla będą również dostępne dwa stanowiska do ładowania samochodów elektrycznych oraz miejsca parkingowe dla rowerów. Wjazd na teren inwestycji będzie zabezpieczony szlabanem. Kameralny Prokocim 2 - lokalizacja Prokocim, ul. Facimiech 6,3 km do centrum 5 min. spacerem do przystanku tramwajowego 8 min. spacerem do przystanku autobusowego dojazd do centrum: 12 min samochodem Istotne punkty w okolicy inwestycji Sklep: Biedronka (184 m, 3 minuty spacerem) Restauracja (279 m, 4 minuty spacerem) Przystanek tramwajowy (378 m, 5 minut spacerem) Piekarnia (391 m, 5 minut spacerem) Apteka (438 m, 6 minut spacerem) Lekarz (490 m, 7 minut spacerem) Przystanek autobusowy (580 m, 8 minut spacerem) Przedszkole (572 m, 8 minut spacerem) Żłobek (610 m, 8 minut spacerem) Kawiarnia (627 m, 9 minut spacerem) Poczta (632 m, 9 minut spacerem) Szkoła Podstawowa (633 m, 9 minut spacerem) Park (705 m, 9 minut spacerem) Basen (659 m, 9 minut spacerem) Weterynarz (680 m, 9 minut spacerem) Centrum Handlowe Mozaika (869 m, 12 minut spacerem) Oferta pochodzi z serwisu obido"
3-pokojowe mieszkanie 76m2 + balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-76m2-balkon-ID4kfeu,76,balkon,do wykończenia,8-Mar,pełna własność,"ul. Sokratesa, Wawrzyszew, Bielany, Warszawa, mazowieckie",garaż/miejsce parkingowe,1312000,17236,contact for details,3," numer C.03.04   na 3. piętrze w Inwestycji Sokratesa 11A Dewelopera Matexi Polska Ponadstandardowa wysokość mieszkań Ścieżka rowerowa przy osiedlu Stawy Brustmana (6 minut spacerem) Las Bielański (7 minut rowerem) Przystanek autobusowy (2 minuty spacerem), przystanek tramwajowy (6 minut spacerem) Stacja metra ""Młociny"" (13 minut spacerem) Biedronka (4 minuty spacerem), Lidl (10 minut spacerem) Galeria Młociny, Multikino (7 minut samochodem) Sokratesa 11A - poznaj inwestycję Inwestycja Sokratesa 11Ato nowoczesna,  kaskadowa bryła  o zróżnicowanej wysokości, w której przewidziano łącznie 94 mieszkania. W ofercie dostępne są lokale 1-, 2-, 3-, 4- i 5-pokojowe o powierzchniach od 26 do 106 mkw. Każde mieszkanie posiada  taras lub ogródek . Lokale są świetnie doświetlone, a odległość od sąsiadujących budynków jest na tyle duża, że zapewni mieszkańcom komfort prywatności. Mieszkania dostępne są w standardzie deweloperskim, istnieje też możliwość skorzystania z możliwości  wykończenia mieszkania pod klucz . Dla osób zmotoryzowanych przygotowano  parking podziemny oraz naziemne miejsca   postojowe . Inwestycja uwzględnia także miejsca parkingowe dla osób niepełnosprawnych oraz stacje ładowania samochodów elektrycznych. Osoby poruszające się rowerami będą mieć do dyspozycji  stojaki na rowery  w garażu oraz w przejściu bramnym. Pod budynkiem przewidziano ścieżkę rowerową, a na parterze budynku –lokale usługowe. Sokratesa 11A - lokalizacja Wawrzyszew, ul. Sokratesa 8,4 km do centrum 3 min. spacerem do przystanku autobusowego 6 min. spacerem do przystanku tramwajowego 5 min. samochodem do stacji metra dojazd do centrum: 25 min samochodem Istotne punkty w okolicy inwestycji Piekarnia (158 m, 2 minuty spacerem) Przystanek autobusowy (179 m, 3 minuty spacerem) Lekarz (192 m, 3 minuty spacerem) Weterynarz (288 m, 4 minuty spacerem) Sklep: Biedronka (358 m, 5 minut spacerem) Przedszkole (358 m, 5 minut spacerem) Restauracja (371 m, 5 minut spacerem) Przystanek tramwajowy (471 m, 6 minut spacerem) Siłownia (508 m, 7 minut spacerem) Żłobek (634 m, 8 minut spacerem) Poczta (743 m, 10 minut spacerem) Stawy Brustmana (763 m, 10 minut spacerem) Sklep: Lidl (782 m, 10 minut spacerem) Apteka (896 m, 12 minut spacerem) Oferta pochodzi z serwisu obido"
3-pokojowe mieszkanie 74m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-loggia-bez-prowizji-ID4pna3,74,Balkon / ogród / taras,do wykończenia,4-Jan,pełna własność,"ul. Anny German, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",,1823000,24529,contact for details,3," numer F1.A.01.02   na 1. piętrze w budynku A w Inwestycji Sady Żoliborz Dewelopera Matexi Polska Ogólnodostępny taras na dachu budynku Park Sady Żoliborskie (8 minut spacerem) Przystanek tramwajowy i autobusowy (2 minuty spacerem) Stacja SKM ""Warszawa Powązki"" (12 minut spacerem) CH Westfield Arkadia, Cinema City (8 minut samochodem) Sady Żoliborz - poznaj inwestycję Sady Żoliborz  to nowy projekt Matexi, realizowany na Żoliborzu u zbiegu ulic Anny German i Krasińskiego. Osiedle będzie dwuetapowe i obejmie łącznie  trzy budynki  mieszkalne wyróżniające się wysokim standardem, nowoczesnymi rozwiązaniami i prostą, elegancką architekturą. Pomiędzy budynkami znajdą się  dziedzińce . W pierwszym etapie powstają dwa budynki o wysokości  od 5 do 8 kondygnacji , oferujące 112 mieszkań o zróżnicowanych metrażach i układach 1-4-pokojowych. Do mieszkań na parterze będą przynależeć  prywatne ogródki , a do tych na piętrze –  balkony . Na terenie inwestycji zaplanowano wiele udogodnień, takich jak: duży, ogólnodostępny zielony taras na piątej kondygnacji jednego z budynków , plac zabaw dla dzieci, dwupoziomowy parking podziemny ze 134 miejscami postojowymi, stacja naprawy rowerów oraz uchwyty rowerowe na ścianie przy każdym miejscu garażowym, 4 lokale usługowe w parterach budynków. Dodatkowo na osiedlu zostaną posadzone  drzewa owocowe  i rozmieszczone  budynki dla ptaków i owadów . Do artystycznego charakteru dzielnicy Żoliborz nawiąże zewnętrzna forma dekoracyjna na jednej z elewacji. Sady Żoliborz - lokalizacja Sady Żoliborskie, ul. Anny German 4,6 km do centrum 3 min. spacerem do przystanku autobusowego 4 min. spacerem do przystanku tramwajowego 12 min. spacerem do stacji SKM dojazd do centrum: 15 min samochodem Istotne punkty w okolicy inwestycji Przedszkole (126 m, 2 minuty spacerem) Restauracja (124 m, 2 minuty spacerem) Przystanek autobusowy (172 m, 3 minuty spacerem) Przystanek tramwajowy (276 m, 4 minuty spacerem) Szkoła Podstawowa (275 m, 4 minuty spacerem) Piekarnia (456 m, 7 minut spacerem) Lekarz (456 m, 7 minut spacerem) Weterynarz (487 m, 7 minut spacerem) Apteka (530 m, 8 minut spacerem) Sklep: Biedronka (545 m, 8 minut spacerem) Żłobek (614 m, 9 minut spacerem) Poczta (709 m, 10 minut spacerem) Park (710 m, 10 minut spacerem) Sklep: Lidl (771 m, 11 minut spacerem) Stacja SKM (944 m, 12 minut spacerem) Stacja kolejowa (936 m, 13 minut spacerem) Oferta pochodzi z serwisu obido"
